Category,Priority,File,Line,Link_Text,Target,Status,Impact
other,low,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,23,Previous: Enhanced Ticket Registry,../TICKET_REGISTRY.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,23,Return to Planning Hub,../../index.md,BROKEN,Navigation disruption in other system
command,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,23,Next: Review Tickets Command,../../../commands/management/review-tickets.md,BROKEN,Navigation disruption in command system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,58,agent-selection.md deployment protocols,../../docs/principles/agent-selection.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,91,Command Integration Points,../../docs/components/command-integration-points.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,131,Command Success Criteria Framework,../../docs/components/command-success-criteria-framework.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,160,Command Priority Assignment Matrix,../../docs/components/command-priority-assignment-matrix.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,219,Command Integration Points,../../docs/components/command-integration-points.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,237,Command Priority Assignment Matrix,../../docs/components/command-priority-assignment-matrix.md,BROKEN,Navigation disruption in navigation system
workflow,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,257,Command Workflow Implementation Matrix,../../docs/components/command-workflow-implementation-matrix.md,BROKEN,Navigation disruption in workflow system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,319,Command Success Criteria Framework,../../docs/components/command-success-criteria-framework.md,BROKEN,Navigation disruption in navigation system
other,low,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,356,Return to Ticket Registry,../TICKET_REGISTRY.md,BROKEN,Navigation disruption in other system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,358,Study Agent Selection Principles,../../docs/principles/agent-selection.md,BROKEN,Navigation disruption in navigation system
command,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,359,Review Task Tool Integration,../../commands/management/review-tickets.md,BROKEN,Navigation disruption in command system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,362,Command Integration Points,../../docs/components/command-integration-points.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,363,Command Success Criteria Framework,../../docs/components/command-success-criteria-framework.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,364,Command Priority Assignment Matrix,../../docs/components/command-priority-assignment-matrix.md,BROKEN,Navigation disruption in navigation system
workflow,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,365,Command Workflow Implementation Matrix,../../docs/components/command-workflow-implementation-matrix.md,BROKEN,Navigation disruption in workflow system
navigation,medium,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,368,Exploration Analyst Specification,../../agents/analytics/exploration-analyst.md,BROKEN,Navigation disruption in navigation system
navigation,medium,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,369,Research Analyst Specification,../../agents/analytics/research-analyst.md,BROKEN,Navigation disruption in navigation system
navigation,medium,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,370,Sales Analyst Specification,../../agents/analytics/sales-analyst.md,BROKEN,Navigation disruption in navigation system
other,low,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,373,Study CLAUDE.md ULTIMATE AUTHORITY,../../CLAUDE.md,BROKEN,Navigation disruption in other system
navigation,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,374,Review Agent Selection Methodology,../../docs/principles/agent-selection.md,BROKEN,Navigation disruption in navigation system
workflow,high,planning/tickets/completed/int-ana-001-analytics-agents-task-registration.md,375,Access Integration Framework,../../docs/principles/workflow.md,BROKEN,Navigation disruption in workflow system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,24,organization.md,../docs/principles/organization.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,24,engineering.md,../docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
registry,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,169,Browse ticket registry for related modularization tickets,../planning/TICKET_REGISTRY.md,BROKEN,Navigation disruption in registry system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,173,Study PRINCIPLES.md for framework overview,../docs/PRINCIPLES.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,174,Apply organization.md for structural principles,../docs/principles/organization.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,175,Follow engineering.md for quality standards,../docs/principles/engineering.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,176,Use formatting.md for consistency requirements,../docs/principles/formatting.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,179,Access philosophy templates,../docs/templates/philosophy/index.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/mod-017-core-philosophy-templates.md,180,Study template usage guidelines,../docs/templates/philosophy/index.md#usage-guidelines,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,26,Documentation Hub,../docs/index.md,BROKEN,Navigation disruption in navigation system
navigation,high,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,26,Principles,../docs/PRINCIPLES.md,BROKEN,Navigation disruption in navigation system
command,high,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,26,Commands,../commands/index.md,BROKEN,Navigation disruption in command system
navigation,medium,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,26,Agents,../agents/project-optimizer.md,BROKEN,Navigation disruption in navigation system
other,low,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,28,Previous: X,file.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,28,Index,../index.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,28,Principles,../PRINCIPLES.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/002-navigation-breadcrumb-patterns.md,28,Next: Y,file.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/consolidation-003-principle-load-orders.md,135,engineering.md,../../principles/engineering.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/consolidation-003-principle-load-orders.md,136,directive.md,../../principles/directive.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/consolidation-003-principle-load-orders.md,137,communication.md,../../principles/communication.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/aud-002-missing-templates-directory.md,19,engineering.md,../../principles/engineering.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/aud-002-missing-templates-directory.md,19,files.md,../../principles/files.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,23,simplicity.md,../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,23,organization.md,../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,43,simplicity.md,../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,86,simplicity.md,../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,87,organization.md,../principles/organization.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,88,formatting.md,../principles/formatting.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,99,simplicity.md,../principles/simplicity.md,BROKEN,Navigation disruption in other system
other,low,planning/tickets/completed/mod-018-modularize-organization-component-hub.md,100,organization.md,../principles/organization.md,BROKEN,Navigation disruption in other system
